28,1
313,1
612,1
916,1
1213,1
1518,1
1816,1
2121,1
2424,1
2723,1
3026,1
3330,1
3623,1
3925,1
4225,1
4531,1
4832,1
5128,1
5434,1
5741,1
6034,1
6340,1
6638,1
6942,1
7244,1
7536,1
7841,1
8143,1
8440,1
8739,1
9038,1
9343,1
9638,1
9934,1
10238,1
10537,1
10834,1
11139,1
11437,1
11743,1
12040,1
12335,1
12645,1
12948,1
13244,1
13550,1
13847,1
14155,1
14453,1
14754,1
15066,1
15366,1
15659,1
15962,1
16259,1
16552,1
16846,1
17140,1
17443,1
17742,1
17936,0
18288,1
18598,1
18908,1
19216,1
19522,1
19839,1
20147,1
20442,1
20740,1
21047,1
21349,1
21643,1
21945,1
22248,1
22543,1
22843,1
23147,1
23454,1
23759,1
24060,1
24372,1
24678,1
24978,1
25283,1
25588,1
25894,1
26200,1
26505,1
26813,1
27120,1
27424,1
27728,1
28039,1
28343,1
28640,1
28950,1
29254,1
29548,1
29848,1
30144,1
30446,1
30742,1
31031,1
31341,1
31649,1
31944,1
32245,1
32542,1
32844,1
33142,1
33437,1
33739,1
34037,1
34329,1
34627,1
34927,1
35236,1
35542,1
35848,1
36160,1
36467,1
36771,1
37076,1
37388,1
37696,1
38002,1
38313,1
38621,1
38924,1
39233,1
39538,1
39847,1
40152,1
40455,1
40767,1
41068,1
41365,1
41673,1
41977,1
42280,1
42578,1
42875,1
43182,1
43484,1
43782,1
44084,1
44390,1
44697,1
44997,1
45297,1
45607,1
45912,1
46210,1
46507,1
46806,1
47108,1
47404,1
47701,1
48008,1
48310,1
48610,1
48908,1
49214,1
49522,1
49823,1
50129,1
50433,1
50731,1
51029,1
51330,1
51633,1
51936,1
52237,1
52542,1
52849,1
53148,1
53452,1
53761,1
54069,1
54367,1
54663,1
54972,1
55278,1
55573,1
55871,1
56175,1
56481,1
56780,1
57079,1
57389,1
57692,1
57991,1
58294,1
58597,1
58898,1
59198,1
59497,1
59798,1
60095,1
60391,1
60694,1
61003,1
61302,1
61604,1
61916,1
62222,1
62520,1
62819,1
63122,1
63432,1
63726,1
64024,1
64332,1
64633,1
64931,1
65229,1
65529,1
65836,1
66136,1
66437,1
66747,1
67045,1
67342,1
67641,1
67943,1
68244,1
68541,1
68844,1
69149,1
69447,1
69746,1
70049,1
70352,1
70653,1
70952,1
71258,1
71555,1
71850,1
72150,1
72449,1
72752,1
73049,1
73343,1
73657,1
73962,1
74259,1
74563,1
74865,1
75175,1
75476,1
75769,1
76082,1
76390,1
76689,1
76991,1
77295,1
77608,1
77910,1
78213,1
78523,1
78832,1
79132,1
79439,1
79748,1
80051,1
80356,1
80667,1
80981,1
81293,1
81608,1
81918,1
82233,1
82533,1
82832,1
83151,1
83459,1
83766,1
84076,1
84383,1
84702,1
85016,1
85326,1
85646,1
85959,1
86275,1
86593,1
86923,1
87244,1
87566,1
87900,1
88221,1
88531,1
88846,1
89166,1
89483,1
89795,1
90113,1
90424,1
90730,1
91038,1
91342,1
91655,1
91962,1
92271,1
92588,1
92900,1
93210,1
93518,1
93830,1
94144,1
94449,1
94760,1
95074,1
95380,1
95697,1
96007,1
96322,1
96634,1
96950,1
97268,1
97582,1
97898,1
98215,1
98549,1
98875,1
99204,1
99553,1
99883,1
100209,1
100537,1
100866,1
101194,1
101512,1
101843,1
102161,1
102472,1
102787,1
103098,1
103413,1
103723,1
104032,1
104345,1
104652,1
104953,1
105264,1
105578,1
105883,1
106190,1
106512,1
106829,1
107139,1
107448,1
107762,1
108082,1
108389,1
108705,1
109026,1
109340,1
109653,1
109966,1
110275,1
110580,1
110881,1
111185,1
111494,1
111789,1
112097,1
112405,1
112717,1
113025,1
113323,1
113631,1
113941,1
114240,1
114536,1
114733,0
115090,1
115400,1
115708,1
115985,1
116136,0
116457,1
116779,1
117080,1
117388,1
117699,1
118002,1
118321,1
118632,1
118940,1
119249,1
119550,1
119855,1
120155,1
120342,0
120706,1
121030,1
121330,1
121632,1
121934,1
122236,1
122535,1
122833,1
123135,1
123433,1
123727,1
124023,1
124325,1
124623,1
124918,1
125220,1
125526,1
125831,1
126142,1
126460,1
126793,1
127113,1
127427,1
127753,1
128066,1
128371,1
128686,1
129002,1
129312,1
129620,1
129940,1
130260,1
130573,1
130887,1
131203,1
131527,1
131848,1
132182,1
132527,1
132859,1
133191,1
133514,1
133845,1
134171,1
134494,1
134817,1
135134,1
135455,1
135774,1
136098,1
136417,1
136731,1
137055,1
137369,1
137674,1
137991,1
138306,1
138615,1
138925,1
139241,1
139557,1
139873,1
140190,1
140500,1
140823,1
141138,1
141450,1
141774,1
142086,1
142396,1
142708,1
143016,1
143325,1
143627,1
143926,1
144234,1
144425,0
144764,1
145076,1
145384,1
145616,0
145691,1
145985,1
146275,1
146573,1
146860,1
146963,0
147063,0
147170,0
147277,0
147436,0
147664,0
147762,1
148055,1
148195,0
148274,0
148424,0
148563,0
148730,0
148784,1
149110,1
149419,1
149531,0
149615,0
149758,0
149896,0
150047,0
150266,0
150343,1
150681,1
150801,0
150862,0
151013,0
151152,0
151469,0
151556,1
151884,1
152209,1
152473,0
152848,1
153175,1
153516,1
153838,1
154150,1
154471,1
154793,1
155111,1
155174,0
155307,0
155453,0
155685,0
155986,0
156073,1
156414,1
156748,1
157082,1
157418,1
157748,1
158082,1
158359,0
158745,1
159078,1
159405,1
159732,1
160046,1
160366,1
160690,1
161004,1
161331,1
161650,1
161971,1
162282,1
162589,1
162902,1
163208,1
