83,0
229,0
351,1
724,1
1086,1
1448,1
1829,1
2197,1
2571,1
2918,1
3234,1
3571,1
3931,1
4281,1
4612,1
4947,1
5255,1
5558,1
5863,1
6174,1
6472,1
6757,1
7045,1
7336,1
7615,1
7897,1
8183,1
8475,1
8758,1
9025,1
9271,1
9517,1
9769,1
10038,1
10315,1
10583,1
10885,1
11244,1
11588,1
11935,1
12287,1
12649,1
13001,1
13319,1
13617,1
13754,0
13918,1
14227,1
14564,1
14903,1
15231,1
15561,1
15900,1
16245,1
16605,1
16998,1
17354,1
17701,1
18026,1
18333,1
18644,1
18964,1
19275,1
19579,1
19869,1
20136,1
20406,1
20690,1
20989,1
21300,1
21637,1
22008,1
22364,1
22494,0
22689,1
23016,1
23364,1
23719,1
24048,1
24362,1
24683,1
25010,1
25338,1
25697,1
26068,1
26434,1
26787,1
27138,1
27471,1
27810,1
28161,1
28500,1
28801,1
29105,1
29408,1
29712,1
30024,1
30334,1
30630,1
30920,1
31190,1
31462,1
31726,1
32014,1
32336,1
32450,0
32667,1
32867,0
33045,0
33476,1
33653,0
33820,0
34305,1
34666,1
34858,0
35280,1
35468,0
35638,0
36101,1
36290,0
36757,1
36951,0
37123,0
37581,1
37913,1
38092,0
38267,0
38755,1
38939,0
39118,0
39590,1
39903,1
40085,0
40255,0
40714,1
41033,1
41222,0
41395,0
41837,1
42003,0
42439,1
42625,0
42798,0
43275,1
43460,0
43906,1
44084,0
44507,1
44692,0
44867,0
45350,1
45547,0
45976,1
46156,0
46323,0
46777,1
46956,0
47413,1
47606,0
47780,0
48225,1
48413,0
48568,0
49009,1
49191,0
49374,0
49835,1
50022,0
50424,1
50607,0
50773,0
51212,1
51400,0
51850,1
52037,0
52211,0
52661,1
52836,0
53275,1
53578,1
53873,1
54074,0
54253,0
54716,1
54888,0
55063,0
55559,1
55747,0
56227,1
56376,0
56548,1
56842,1
57174,1
57495,1
57684,0
57875,0
58345,1
58534,0
58992,1
59170,0
59332,0
59595,0
59769,1
59861,0
59954,0
60432,1
60636,0
61082,1
61277,0
61503,0
61729,1
62099,1
62488,1
62823,1
63128,1
63389,0
63499,1
63624,0
63691,0
63864,0
64035,0
64349,0
64568,1
